#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237651540330807487,226.988791572109,62.2261637146285,19.36057,19.1206,18.90177,18.73109,18.72697,1412,301,6,290,688091178691749888,QSO,1.47113,611,52055,605
1237651540330610823,226.163833277992,62.5680519808054,19.46228,19.40463,19.40251,19.15164,19.0881,1412,301,6,287,688068088947566592,QSO,1.854967,611,52055,521
1237651540330545412,225.993866115425,62.6584844425965,19.1507,17.335,16.34242,15.93978,15.60028,1412,301,6,286,688070562848729088,GALAXY,0.1335553,611,52055,530
1237651540330545341,225.842634299545,62.7112778229763,18.27566,17.22907,16.77791,16.49535,16.25529,1412,301,6,286,685847080224188416,GALAXY,0.04538422,609,52339,633
1237651540334018566,237.632589240824,57.3453601878007,18.56284,17.4996,17.13383,17.01455,16.96527,1412,301,6,339,694846303540111360,STAR,-0.0002748706,617,52072,604
1237651540333822177,237.261522884198,57.6903185726797,19.50118,18.60774,18.30615,18.18064,18.207,1412,301,6,336,7639309591843414016,STAR,-0.001047609,6785,56487,286
1237651540333559958,236.506513932963,58.1157188653254,19.39815,19.305,19.13688,18.99496,19.02501,1412,301,6,332,7646253006799740928,QSO,1.492118,6791,56429,970
1237651540333559854,236.445286128093,58.0736317674391,19.0856,18.19073,17.95232,17.86063,17.81492,1412,301,6,332,7646252457043927040,STAR,-0.0008455535,6791,56429,968
1237651540333428775,236.0215189684,58.2892575610707,18.94632,18.82985,18.83411,18.58282,18.59525,1412,301,6,330,7646235414613696512,QSO,1.821928,6791,56429,906
1237651540333232252,235.614432167289,58.6529333410954,17.7394,16.92839,16.63762,16.50263,16.49431,1412,301,6,327,7646225244131139584,STAR,-0.0004788651,6791,56429,869
1237651540331528352,229.583138639803,61.3148376407444,19.3355,18.06923,17.32773,16.90211,16.64367,1412,301,6,301,690324566551062528,GALAXY,0.1390601,613,52345,538
1237651540331004004,227.641878558989,61.9737592810151,19.28815,17.97371,17.2206,16.78625,16.47616,1412,301,6,293,688092278203377664,GALAXY,0.107734,611,52055,609
1237651540330807455,226.994054769256,62.3067524309563,19.36176,17.74612,16.95491,16.53691,16.24105,1412,301,6,290,688095301860354048,GALAXY,0.1074971,611,52055,620
1237651540330741869,226.601798161898,62.3815229166982,17.53113,16.40888,15.9616,15.70617,15.5067,1412,301,6,289,688082107720820736,GALAXY,0.02205393,611,52055,572
1237651540330610799,226.105009331066,62.6073173772938,19.18814,18.14465,17.81774,17.52155,17.49575,1412,301,6,287,688068638703380480,GALAXY,0.1304686,611,52055,523
1237651540330283166,224.903872090216,63.0245220991231,18.30701,16.80696,16.09163,15.6713,15.39261,1412,301,6,282,685848729491630080,GALAXY,0.06222001,609,52339,639
1237651540333822114,237.260755198847,57.6065608170631,18.69011,17.76703,17.47236,17.34536,17.31697,1412,301,6,336,7639309042087600128,STAR,-0.0004073519,6785,56487,284
1237651540330217661,224.828885065404,63.1257963558206,19.08491,17.9549,17.49385,17.17355,17.00845,1412,301,6,281,685843231933491200,GALAXY,0.1093718,609,52339,619
1237651540335853692,242.424666710785,54.1266927909409,19.43524,18.21254,17.61865,17.26984,17.0396,1412,301,6,367,8514073901310910464,GALAXY,0.1475123,7562,56799,68
1237651540333822032,237.076145505137,57.5970421592678,17.76254,15.87206,14.97508,14.52685,14.16488,1412,301,6,336,694836133057554432,GALAXY,0.07422719,617,52072,567
1237651540335395098,241.346275375944,54.9370590487451,19.16502,18.84223,18.89796,18.74227,18.79127,1412,301,6,360,697099202596988928,QSO,0.5713761,619,52056,608
1237651540335395061,241.287639688087,54.9528166205204,19.21298,17.874,17.2917,16.93268,16.7173,1412,301,6,360,697099477474895872,GALAXY,0.06260097,619,52056,609
1237651540334411932,238.806114271778,56.737920809092,19.0608,18.77739,18.09453,18.05323,17.40975,1412,301,6,345,7647339874094129152,QSO,0.2902547,6792,56432,828
1237651540334346449,238.622455069953,56.6951153378714,17.31858,16.04781,15.5521,15.30218,15.18038,1412,301,6,344,694853450365691904,GALAXY,0.03757836,617,52072,630
1237651540334215473,238.31007894289,56.9269969319074,18.51095,17.12306,16.43198,16.04462,15.75553,1412,301,6,342,694851526220343296,GALAXY,0.05215348,617,52072,623
1237651540334215397,238.14782821475,56.9345180491328,17.93931,17.15097,16.87465,16.76625,16.63708,1412,301,6,342,694849052319180800,GALAXY,0.01366034,617,52072,614
1237648704584286229,199.817418474079,0.0339711734252236,17.02207,15.86282,15.38964,15.18099,15.09037,752,301,4,376,3723403851869560832,STAR,0.0001847972,3307,54970,192
1237648704584286297,199.928565970411,0.207587213825704,18.69084,17.11504,16.45852,16.20688,16.06463,752,301,4,376,3723480542805598208,STAR,-7.877243E-05,3307,54970,471
1237648704584286405,199.82386572485,0.138040003635861,19.47535,18.26338,17.84744,17.69777,17.63067,752,301,4,376,3723470097445134336,STAR,-5.986948E-05,3307,54970,433
1237648704583106690,197.165430579481,0.10232159395984,18.98722,17.24205,16.35865,15.92408,15.57912,752,301,4,358,331153694152222720,GALAXY,0.08164962,294,51986,506
1237648704584286472,199.901663555211,0.181678751636027,19.15134,17.28001,16.427,16.00369,15.66151,752,301,4,376,333382404188170240,GALAXY,0.05369467,296,51984,422
1237648704584089667,199.399896727436,0.205845430833261,18.96098,17.40032,16.77698,16.54749,16.43402,752,301,4,373,8394982497163649024,STAR,0.0002755696,7456,56727,992
1237648704583630890,198.349381267472,0.100900300622611,19.32959,18.28271,17.81326,17.64,17.55946,752,301,4,366,8394946213279932416,STAR,-2.811133E-05,7456,56727,860
1237648704583630894,198.418065203456,0.130836410852107,17.23218,16.31724,16.06771,15.98504,15.93951,752,301,4,366,8394944014256676864,STAR,-0.0001006979,7456,56727,852
1237648704584745138,200.883436020777,0.0718121473690926,19.30408,17.33716,16.42008,15.99808,15.64459,752,301,4,383,334466797111633920,GALAXY,0.07836134,297,51959,271
1237648704584745168,200.904280353892,0.0657445082719567,19.34813,18.0772,17.52786,17.29056,17.16445,752,301,4,383,3723490163532341248,STAR,0.000786296,3307,54970,506
1237648704583237808,197.406167362665,0.127183238242558,18.9768,18.00608,17.39267,17.03388,16.79584,752,301,4,360,331167712925476864,GALAXY,0.1418375,294,51986,557
1237648704584745215,200.964591945832,0.17785877314143,19.48649,17.0851,16.0675,15.67311,15.42689,752,301,4,383,3723503357671874560,STAR,-0.0001260691,3307,54970,554
1237648704583696556,198.494222435418,0.0231062297894069,18.92926,17.75925,17.22925,16.91612,16.6834,752,301,4,367,332276020629497856,GALAXY,0.08155919,295,51985,493
1237648704583696589,198.534056675339,0.0430233131156124,19.26637,18.14542,17.72457,17.57133,17.50683,752,301,4,367,332277120141125632,STAR,-3.455052E-05,295,51985,497
1237648704583761997,198.692039384958,0.149570714608431,18.17035,17.1598,16.82985,16.71137,16.66227,752,301,4,368,8394956108884582400,STAR,0.0001259359,7456,56727,896
1237648704583762038,198.599373313741,0.0337884546190908,19.28462,18.15754,17.5493,17.1875,16.96003,752,301,4,368,332276570385311744,GALAXY,0.1518807,295,51985,495
1237648704583434356,197.837409719782,0.0616849492604626,18.99338,17.7454,17.20713,16.84814,16.64669,752,301,4,363,332237812600432640,GALAXY,0.07222124,295,51985,354
1237648704583434629,197.969625580668,0.0298290550743731,19.24454,17.9986,17.5193,17.22097,17.07721,752,301,4,363,331189153402218496,GALAXY,0.08101288,294,51986,635
1237648704584089850,199.431686633564,0.17652904760406,19.59316,17.73319,16.84315,16.47792,16.25525,752,301,4,373,3294514871533594624,GALAXY,0,2926,54625,479
1237648704583499813,198.108519167664,0.117957802767629,17.69751,16.69667,16.38915,16.26778,16.21189,752,301,4,364,8394923398413656064,STAR,0.0004015135,7456,56727,777
1237648704584155321,199.585147534233,0.139513964565911,19.48843,18.68607,18.33399,18.16623,18.07464,752,301,4,374,3723460476718391296,STAR,-0.0001597617,3307,54970,398
1237648704583893135,198.973106373946,0.156954379488772,19.44893,17.40265,16.45564,16.02293,15.6909,752,301,4,370,332281518187636736,GALAXY,0.08220764,295,51985,513
1237648704584024216,199.214917631342,0.0806401570328958,19.49072,17.43773,16.60871,16.28958,16.10616,752,301,4,372,8394978099117137920,STAR,6.996584E-05,7456,56727,976
1237648704584613894,200.531751984967,0.0673202836914519,17.16322,15.74622,15.14628,14.91494,14.78169,752,301,4,381,3723485765485830144,STAR,-0.0001857953,3307,54970,490
1237648704584614100,200.677863485243,0.159331594132053,18.41868,16.50352,15.47697,15.046,14.6768,752,301,4,381,333420337339328512,GALAXY,0.1078505,296,51984,560
1237648704583106566,197.088609335297,0.0351941285095197,18.90691,17.25967,16.69534,16.4959,16.42205,752,301,4,358,8394867873076453376,STAR,-0.0001040347,7456,56727,575
1237648704583106579,197.118853101687,0.0759456903571747,17.93498,16.55572,15.95159,15.70138,15.55488,752,301,4,358,8394867323320639488,STAR,-0.0002036048,7456,56727,573
1237648704583106585,197.147260500651,0.113934222878982,18.68226,17.52212,17.132,16.99078,16.95238,752,301,4,358,331155343419664384,STAR,-0.0002390416,294,51986,512
1237648704584745117,200.870330470487,0.0769795193018452,19.23735,17.3859,16.48638,16.06635,15.74586,752,301,4,383,333419512705607680,GALAXY,0.07726939,296,51984,557
1237648704583237769,197.490574472688,0.176651367057243,17.55858,15.32449,14.42141,14.52631,13.97417,752,301,4,360,331168262681290752,STAR,-6.791623E-05,294,51986,559
1237648704583237773,197.501608049419,0.0743420342897218,18.7211,17.1022,16.44853,16.1998,16.03582,752,301,4,360,8394889588431101952,STAR,8.84109E-05,7456,56727,654
1237648704583237783,197.504700720335,0.0987263633632776,18.22794,16.68215,16.09734,15.90972,15.79942,752,301,4,360,8394890413064822784,STAR,6.989219E-05,7456,56727,657
1237648704583368707,197.690236632194,0.143620832707444,18.5585,17.18439,16.64937,16.45155,16.3635,752,301,4,362,8394900583547379712,STAR,7.808454E-06,7456,56727,694
1237648704583368755,197.760779261119,0.0819509060593789,18.36157,17.41839,17.0991,17.07961,17.0452,752,301,4,362,8394900858425286656,STAR,0.0001446262,7456,56727,695
1237648704583434335,197.965187718417,0.18236815910977,18.29993,16.85896,16.35413,16.1645,16.07335,752,301,4,363,8394912128419471360,STAR,-9.908206E-05,7456,56727,736
1237648704583434472,197.952337044254,0.194240068428734,19.57531,18.70999,18.42518,18.30376,18.28838,752,301,4,363,4562150914526257152,STAR,3.017174E-05,4052,55600,16
1237648704584351936,200.041378490654,0.0447241484881509,19.14529,17.77007,17.27012,16.93742,16.74766,752,301,4,377,333401920519563264,GALAXY,0.07397862,296,51984,493
1237648704584417285,200.08238114814,0.103338216827438,18.56956,17.62317,17.24394,17.10026,17.01949,752,301,4,378,3723481642317225984,STAR,0.0003473945,3307,54970,475
1237648704585728178,203.12657011713,0.0146428594267344,19.36935,18.19838,18.29536,18.30812,18.36269,752,301,4,398,335580877201369088,STAR,-9.303038E-05,298,51955,228
1237648704585728192,203.136510521827,0.0608487230960422,18.7655,17.43858,16.87152,16.56178,16.48259,752,301,4,398,335579777689741312,GALAXY,0.02165666,298,51955,224
1237648704583434243,197.84056999972,0.0474552877813728,15.93382,14.92095,14.60854,14.48307,14.43605,752,301,4,363,3266366274803886080,STAR,0.0003189713,2901,54652,475
1237648704583434255,197.850032022133,0.0195410476873783,16.65472,15.14578,14.57032,14.33019,14.19548,752,301,4,363,3266367649193420800,STAR,-0.000109832,2901,54652,480
1237648704583434256,197.849834382219,0.0201196539173698,19.19495,18.27813,17.67437,17.65216,17.45323,752,301,4,363,331189703158032384,STAR,-8.928933E-05,294,51986,637
1237648704583565337,198.164447322223,0.111586112816099,17.3033,15.54069,14.94044,14.78336,14.6965,752,301,4,365,3266370947728304128,STAR,-4.036603E-05,2901,54652,492
1237648704583630965,198.368800466227,0.126006573909831,19.2046,18.08488,17.49803,17.12994,16.87485,752,301,4,366,332271347705079808,GALAXY,0.09806354,295,51985,476
1237648704583237838,197.434311748662,0.0454184962769732,19.59051,18.06262,17.49744,17.29735,17.19648,752,301,4,360,8394888488919474176,STAR,-0.0002313055,7456,56727,650
1237648704583368877,197.727345993528,0.0639638432286562,19.12603,17.14174,16.159,15.72856,15.34164,752,301,4,362,332236438210897920,GALAXY,0.09676105,295,51985,349
1237648704585334815,202.204704939723,0.0495083553239221,17.75635,16.04258,15.24174,14.87119,14.56691,752,301,4,392,335604241823459328,GALAXY,0.04820528,298,51955,313
1237648704583237830,197.421918227898,0.0103536987441368,18.95958,17.46452,16.70924,16.32806,16.07051,752,301,4,360,331167987803383808,GALAXY,0.09509806,294,51986,558
1237648704583565512,198.189499161968,0.189733736235335,19.26683,17.38526,16.45173,16.03244,15.70368,752,301,4,365,332258978199267328,GALAXY,0.08414438,295,51985,431
1237648703518081265,217.05670165516,-0.665854599218568,19.13404,17.36423,16.46231,15.99011,15.66199,752,301,2,491,344607312574441472,GALAXY,0.07297799,306,51637,298
1237648703516704805,213.887246317137,-0.747713562025746,19.1594,17.24723,16.275,15.79847,15.4048,752,301,2,470,341172987635984384,GALAXY,0.1253767,303,51615,92
1237648703517884465,216.561299741047,-0.73114669125126,18.99936,18.89125,18.90796,18.69446,18.73692,752,301,2,488,343416541078906880,QSO,1.809132,305,51613,62
1237648703516770428,214.120630093231,-0.743875359928171,17.08624,15.41548,14.67285,14.25464,13.94828,752,301,2,471,341149348135987200,GALAXY,0.04874202,303,51615,6
1237648703517294657,215.334146895039,-0.773905882792303,18.05222,17.573,17.58442,17.96936,17.81894,752,301,2,479,342293664761931776,STAR,-0.0001852475,304,51609,73
1237648703517360150,215.380035163819,-0.739755916654376,16.73387,16.3983,16.69784,17.23726,17.22964,752,301,2,480,4539811032793587712,STAR,6.764652E-05,4032,55333,664
1237648703517425752,215.520165526325,-0.790498891513561,19.45115,18.60585,18.35854,18.48253,18.20094,752,301,2,481,4539822577665679360,STAR,-0.0003033526,4032,55333,706
1237648703517425755,215.524680958629,-0.669283113568219,18.15195,16.394,15.53177,15.15704,14.77832,752,301,2,481,342280470622398464,GALAXY,0.0549181,304,51609,25
1237648703517425772,215.559634691859,-0.65542325390262,19.47202,19.2716,19.39471,19.01953,19.35224,752,301,2,481,342282944523560960,GALAXY,0.1058703,304,51609,34
1237648703517425798,215.618433748126,-0.716661201327888,19.30436,18.36224,18.27722,17.95377,17.82088,752,301,2,481,342279371110770688,STAR,0.0004036798,304,51609,21
1237648703517425813,215.631910789269,-0.655296723091761,18.5671,16.76936,15.97849,15.4581,15.0655,752,301,2,481,342281570134026240,GALAXY,0.05506185,304,51609,29
1237648703517491437,215.722308887513,-0.797088720644735,18.80687,17.59052,16.99104,16.68833,16.40488,752,301,2,482,342280745500305408,STAR,0.0004791888,304,51609,26
1237648703517491467,215.755195279591,-0.64561008026267,19.06073,17.3856,16.35453,16.25618,15.96754,752,301,2,482,342282119889840128,STAR,-6.616062E-05,304,51609,31
1237648703517950050,216.7994518453,-0.764098141593678,18.97083,18.15015,17.81519,17.70127,17.65623,752,301,2,489,1033687205488388096,STAR,0.0001525042,918,52404,404
1237648703515918442,212.067453539782,-0.727881218362381,19.35937,18.22513,17.66206,17.31788,17.06518,752,301,2,458,340068529430620160,GALAXY,0.05215927,302,51688,170
1237648703515918459,212.080238872526,-0.648253697230772,19.37703,17.57063,16.72757,16.31166,15.98427,752,301,2,458,340066055529457664,GALAXY,0.05251924,302,51688,161
1237648703517950121,216.720460455645,-0.734433431838218,18.8587,17.63261,16.96923,16.58288,16.35598,752,301,2,489,343419564735883264,GALAXY,0.07288828,305,51613,73
1237648703517950128,216.73247940409,-0.702242811138075,18.85176,17.59372,16.97579,16.58987,16.36996,752,301,2,489,343417365712627712,GALAXY,0.0729069,305,51613,65
1237648703515983981,212.232402411018,-0.669767841798038,19.03029,18.19234,17.42909,16.95399,16.72272,752,301,2,459,340062482116667392,GALAXY,0.1452473,302,51688,148
1237648703517556872,215.850604543611,-0.76444640706549,19.52861,17.69474,16.79898,16.2515,15.88424,752,301,2,483,343478388607969280,GALAXY,0.1368902,305,51613,287
1237648703517556954,215.944574060049,-0.664098516737264,17.96697,16.23968,15.39551,14.88264,14.51203,752,301,2,483,343479488119597056,GALAXY,0.05255749,305,51613,291
1237648703516049419,212.356780712688,-0.75920283393677,18.88832,17.59455,17.06225,16.85116,16.77336,752,301,2,460,340038017982949376,STAR,0.0001764168,302,51688,59
1237648703517950200,216.839779088395,-0.795028806382712,18.90537,17.86161,17.4994,17.26539,17.14336,752,301,2,489,344603739161651200,GALAXY,0.03012766,306,51637,285
1237648703517622446,216.007843180544,-0.773570993964446,18.91312,17.68974,17.08591,16.72127,16.4757,752,301,2,484,343479213241690112,GALAXY,0.052235,305,51613,290
1237648703518081241,217.043877251665,-0.684611464671694,18.27912,16.37875,15.35701,14.80037,14.34727,752,301,2,491,344607587452348416,GALAXY,0.05517036,306,51637,299
1237648703517687861,216.141863181997,-0.633122309725221,18.8744,17.72035,16.84579,16.36815,16.08838,752,301,2,485,343456948131227648,QSO,0.1582861,305,51613,209
1237648703517753529,216.344015293557,-0.737175901048502,19.47256,18.30432,17.65153,17.20574,16.88562,752,301,2,486,343431109607974912,STAR,-0.0001283903,305,51613,115
1237648703516639421,213.734220480175,-0.690921224989095,19.30325,18.14038,17.46589,16.99733,16.75662,752,301,2,469,341199375915051008,GALAXY,0.1482528,303,51615,188
1237648703517819272,216.420082173078,-0.660596448906026,19.00153,17.99588,17.60085,17.30619,17.22283,752,301,2,487,343438256433555456,GALAXY,0.05002216,305,51613,141
1237648703517032578,214.64666026837,-0.682623894730287,19.04738,17.27611,16.22921,15.76583,15.47639,752,301,2,475,342337920104949760,GALAXY,0.1504243,304,51609,234
1237648703517360300,215.367998988704,-0.645376053684925,18.4152,17.06829,16.28968,15.90045,15.56252,752,301,2,480,342282394767747072,GALAXY,0.127209,304,51609,32
